-2,31,50,9,36,-2,6,5,-4,6,-1,0,6,-4,-869,3937,-284,-30,21,12,163243
-2,29,49,11,38,-2,6,4,-4,6,-3,2,7,-3,-872,3937,-280,-31,22,12,163243
-4,28,50,9,37,-4,5,5,-4,7,-3,0,6,-4,-869,3937,-282,-31,19,12,163243
-3,30,49,9,37,-3,7,5,-3,7,-4,2,6,-3,-869,3938,-283,-31,22,12,163243
-2,29,51,11,38,-3,7,6,-4,8,-1,1,6,-4,-869,3935,-277,-30,20,10,163243
-3,28,50,9,36,-3,6,4,-3,7,-3,0,5,-3,-871,3939,-278,-30,19,13,163243
-2,28,50,11,37,-2,6,6,-3,9,-2,0,6,-4,-872,3937,-276,-32,20,14,163243
-3,27,49,11,36,-3,7,5,-5,8,-4,0,6,-3,-871,3938,-277,-32,20,12,163243
-4,28,49,9,37,-2,7,5,-5,8,-5,2,5,-3,-874,3942,-273,-32,21,13,163243
-1,29,50,10,37,-1,6,5,-4,7,-3,1,6,-3,-871,3939,-277,-30,21,15,163243
-3,28,50,11,36,-3,8,4,-5,5,-4,0,6,-3,-870,3937,-278,-28,21,21,163243
-2,27,50,11,37,-3,6,4,-4,7,-2,2,8,-3,-868,3939,-276,-28,21,20,163243
-2,27,49,11,37,-2,8,4,-5,7,-4,1,6,-1,-865,3939,-278,-23,21,21,163243
-3,26,47,11,38,-3,7,4,-4,8,-4,1,7,-2,-865,3943,-275,-23,22,22,163243
-3,26,48,11,38,-2,6,5,-3,8,-4,0,6,-2,-863,3941,-277,-22,21,19,163243
-3,25,49,11,38,-2,7,6,-4,8,-4,1,7,-4,-863,3938,-283,-28,24,14,163243
-4,27,47,10,38,-3,6,3,-4,6,-3,1,5,-3,-863,3942,-279,-25,23,16,163243
-4,27,48,9,38,-5,7,4,-3,7,-4,-1,6,-5,-860,3936,-283,-28,20,14,163243
-3,26,46,10,36,-1,6,3,-4,6,-4,-3,7,-4,-860,3939,-281,-26,20,17,163244
-2,27,48,12,37,-4,5,3,-5,7,-3,2,5,-2,-861,3939,-283,-29,17,17,163244
-4,26,47,10,38,-2,6,5,-3,7,-2,0,5,-3,-856,3940,-285,-28,21,17,163244
-2,26,47,9,39,-2,7,5,-4,6,-4,1,6,-4,-856,3941,-282,-25,22,14,163244
-2,25,46,9,38,-3,5,4,-3,8,-4,1,7,-3,-857,3938,-285,-29,20,11,163244
0,26,47,10,37,-1,5,5,-4,7,-4,0,6,-3,-858,3939,-282,-32,19,8,163244
-2,26,47,10,38,-2,5,4,-5,6,-5,0,6,-5,-857,3939,-285,-32,20,10,163244
-1,25,47,11,38,-4,4,5,-4,8,-4,1,6,-3,-858,3940,-281,-32,20,8,163244
-5,26,47,11,39,-3,6,4,-5,7,-3,0,6,-3,-860,3940,-284,-33,21,10,163244
-3,28,50,12,38,-3,6,6,-4,9,-3,3,5,-4,-860,3945,-278,-30,20,13,163244
-5,26,48,11,37,-3,6,5,-4,7,-3,2,6,-4,-861,3937,-281,-28,19,14,163244
-3,28,49,11,38,-1,8,6,-2,8,-3,2,7,-2,-858,3944,-273,-26,20,18,163244
-2,30,49,10,38,-3,6,3,-3,9,-3,0,6,-2,-857,3942,-281,-25,20,18,163244
-2,27,48,11,37,-3,6,4,-5,9,-3,2,7,-3,-858,3937,-282,-28,21,18,163244
-2,29,49,12,36,-3,7,5,-3,8,-5,-1,7,-4,-856,3940,-283,-31,20,17,163244
-4,27,47,12,36,-1,7,5,-5,7,-4,-1,6,-4,-854,3938,-283,-32,21,14,163244
-3,27,49,10,39,-1,6,5,-4,7,-4,1,5,-3,-858,3943,-276,-27,21,12,163244
-2,27,47,11,38,-3,6,3,-4,7,-4,2,7,-4,-858,3938,-282,-28,22,12,163244
-2,28,47,10,38,-3,6,4,-4,9,-3,1,5,-4,-857,3940,-282,-28,20,12,163245
-2,26,48,11,37,-2,7,5,-4,7,-3,1,6,-4,-853,3936,-282,-31,21,10,163245
-3,27,49,10,38,-3,6,3,-5,7,-4,1,5,-3,-859,3943,-278,-28,20,11,163245
-3,27,49,10,37,-4,6,4,-4,6,-4,0,5,-3,-857,3938,-284,-34,20,9,163245
-1,27,50,10,37,-2,5,3,-3,8,-4,0,7,-4,-859,3938,-280,-30,22,10,163245
-3,28,49,10,39,-2,7,4,-4,6,-4,2,6,-3,-858,3940,-279,-31,22,11,163245
-2,28,49,10,36,-3,7,5,-5,6,-3,2,6,-2,-862,3943,-276,-26,20,17,163245
-1,28,48,10,38,-2,6,5,-3,7,-4,4,6,-4,-857,3941,-279,-28,21,13,163245
-2,28,50,10,38,-3,7,5,-4,7,-4,1,7,-3,-856,3939,-283,-31,21,14,163245
-2,27,48,11,38,-4,7,4,-3,8,-2,1,7,-3,-861,3938,-277,-27,20,13,163245
-2,30,49,11,38,-1,6,6,-3,8,-3,2,8,-3,-860,3938,-279,-31,22,14,163245
-1,27,49,11,37,-3,5,4,-4,8,-4,1,6,-4,-858,3940,-278,-29,21,13,163245
-2,26,50,11,36,-2,7,5,-5,7,-4,1,7,-2,-858,3940,-279,-31,19,15,163245
-3,28,48,11,39,-4,6,4,-4,8,-5,1,7,-5,-858,3939,-278,-28,19,13,163245
-2,27,48,10,37,-2,7,4,-5,7,-3,2,5,-4,-862,3938,-276,-27,34,12,163245
-1,27,49,10,39,-3,6,5,-4,7,-4,2,6,-2,-859,3935,-286,-41,34,13,163245
-3,29,49,10,39,-3,6,5,-5,8,-3,1,6,-3,-856,3951,-272,-16,25,13,163245
-1,28,49,10,37,-3,7,4,-4,7,-3,1,7,-3,-855,3937,-289,-27,20,12,163245
-2,27,49,11,36,-3,8,4,-3,8,-4,0,5,-3,-857,3941,-282,-24,13,12,163245
-3,28,49,10,38,-3,6,6,-3,7,-5,1,5,-4,-857,3938,-285,-23,12,15,163245
-2,28,47,12,37,-3,7,5,-5,7,-4,1,5,-4,-852,3932,-292,-31,14,11,163245
-2,27,50,11,38,-3,7,4,-6,7,-4,2,7,-3,-857,3941,-286,-26,9,14,163246
-2,27,49,10,38,-3,7,4,-5,8,-3,1,6,-3,-858,3939,-278,-29,5,15,163246
-3,27,47,11,38,-4,7,5,-5,8,-4,2,7,-5,-855,3930,-288,-29,4,14,163246
-3,28,47,11,39,-4,7,4,-5,6,-3,2,5,-5,-862,3943,-277,-28,11,12,163246
-2,29,49,10,37,-3,5,5,-2,7,-2,2,6,-3,-860,3948,-278,-14,9,16,163246
-3,30,48,10,38,-3,7,5,-4,9,-3,2,6,-3,-855,3938,-290,-25,3,17,163246
-4,26,47,12,38,-2,7,5,-5,7,-4,0,6,-3,-858,3939,-287,-28,5,17,163246
-2,28,47,10,37,-3,7,4,-3,8,-3,2,7,-5,-857,3940,-283,-28,9,19,163246
-2,27,47,10,37,-4,7,5,-5,7,-5,1,6,-3,-857,3936,-288,-33,12,16,163246
-3,27,46,11,38,-2,8,4,-5,7,-4,-1,7,-5,-859,3946,-280,-27,19,19,163246
0,26,47,10,38,-2,6,5,-4,7,-3,0,5,-5,-852,3938,-282,-36,27,15,163246
-4,29,47,10,37,-3,6,4,-5,7,-4,1,5,-3,-851,3935,-283,-38,28,11,163246
-3,27,49,10,37,-3,6,6,-4,7,-5,1,5,-5,-851,3938,-277,-35,26,11,163246
-2,28,47,10,37,-2,7,6,-4,8,-3,0,7,-3,-850,3939,-280,-38,26,8,163246
-2,27,46,9,36,-3,6,2,-5,7,-4,1,5,-3,-849,3940,-280,-41,21,1,163246
-1,29,48,10,36,-2,8,4,-5,7,-4,2,7,-4,-855,3940,-272,-41,26,-2,163246
-2,27,47,10,38,-3,7,6,-4,8,-3,0,7,-4,-865,3945,-272,-38,31,5,163246
-3,27,47,8,37,-5,7,4,-4,6,-5,0,5,-3,-860,3941,-271,-37,29,4,163246
-2,27,48,9,37,-4,6,4,-2,8,-5,0,7,-3,-867,3937,-274,-37,37,2,163246
-3,28,49,10,36,-2,7,5,-5,7,-4,0,6,-4,-864,3937,-271,-38,39,4,163246
-1,27,47,11,36,-2,6,3,-3,6,-3,2,5,-3,-866,3942,-270,-31,29,6,163246
-3,29,47,10,37,-3,6,4,-4,7,-3,1,7,-4,-869,3940,-268,-28,27,9,163247
-2,25,47,9,36,-3,5,4,-5,8,-3,-1,6,-2,-869,3938,-269,-32,28,6,163247
-4,27,46,11,36,-4,6,4,-5,7,-4,3,5,-4,-872,3937,-273,-36,25,4,163247
-3,26,46,9,35,-3,6,5,-4,6,-3,2,6,-3,-872,3938,-268,-32,23,7,163247
-3,29,47,10,37,-4,6,5,-4,8,-2,1,8,-4,-873,3935,-272,-33,20,9,163247
-1,25,48,11,36,-2,6,4,-3,6,-5,0,6,-3,-879,3941,-266,-27,20,9,163247
-3,27,48,10,38,-3,6,4,-4,6,-3,1,6,-4,-879,3935,-269,-32,20,12,163247
-2,28,47,10,38,-3,6,4,-3,6,-4,1,9,-4,-878,3938,-267,-30,25,13,163247
-3,27,47,10,37,-3,7,5,-5,7,-4,0,6,-3,-878,3939,-261,-28,23,14,163247
-3,29,49,9,38,-3,4,5,-3,9,-3,0,7,-2,-875,3940,-264,-33,21,9,163247
-3,29,47,10,37,-3,7,4,-4,7,-3,1,7,-4,-882,3940,-259,-28,21,10,163247
-1,28,48,10,35,-4,6,5,-5,7,-1,1,5,-4,-878,3936,-264,-27,19,14,163247
-1,28,47,11,38,-3,6,5,-5,7,-3,2,6,-1,-880,3938,-268,-29,19,14,163247
-2,25,49,10,36,-4,6,7,-3,7,-4,1,7,-2,-879,3936,-264,-27,18,11,163247
-5,27,49,8,38,-2,7,4,-4,7,-3,0,4,-4,-880,3938,-268,-32,17,14,163247
-3,28,47,10,36,-3,7,4,-5,7,-4,2,6,-2,-874,3935,-266,-29,17,14,163247
-2,29,48,11,37,-2,5,5,-4,8,-2,1,7,-2,-880,3937,-264,-33,20,14,163247
-2,28,49,10,37,-3,6,6,-5,7,-3,-2,6,-4,-879,3940,-259,-28,21,11,163247
-2,27,49,9,37,-2,7,4,-5,8,-4,2,7,-4,-878,3934,-265,-33,21,12,163248
-3,27,47,10,38,-3,7,5,-4,7,-3,0,7,-3,-879,3935,-260,-33,18,12,163248
